"Part D Drug Utilization and Cost Summary, Calendar Years 2011 - 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand Name,Generic Name,"Claim Count, 2011","Total Spending, 2011","Beneficiary Count, 2011","Total Annual Spending Per User, 2011","Unit Count, 2011","Average Cost Per Unit (Weighted), 2011","Beneficiary Count No LIS, 2011","Average Beneficiary Cost Share No LIS, 2011","Beneficiary Count LIS, 2011","Average Beneficiary Cost Share LIS, 2011","Claim Count, 2012","Total Spending, 2012","Beneficiary Count, 2012","Total Annual Spending Per User, 2012","Unit Count, 2012","Average Cost Per Unit (Weighted), 2012","Beneficiary Count No LIS, 2012","Average Beneficiary Cost Share No LIS, 2012","Beneficiary Count LIS, 2012","Average Beneficiary Cost Share LIS, 2012","Claim Count, 2013","Total Spending, 2013","Beneficiary Count, 2013","Total Annual Spending Per User, 2013","Unit Count, 2013","Average Cost Per Unit (Weighted), 2013","Beneficiary Count No LIS, 2013","Average Beneficiary Cost Share No LIS, 2013","Beneficiary Count LIS, 2013","Average Beneficiary Cost Share LIS, 2013","Claim Count, 2014","Total Spending, 2014","Beneficiary Count, 2014","Total Annual Spending Per User, 2014","Unit Count, 2014","Average Cost Per Unit (Weighted), 2014","Beneficiary Count No LIS, 2014","Average Beneficiary Cost Share No LIS, 2014","Beneficiary Count LIS, 2014","Average Beneficiary Cost Share LIS, 2014","Claim Count, 2015","Total Spending, 2015","Beneficiary Count, 2015","Total Annual Spending Per User, 2015","Unit Count, 2015","Average Cost Per Unit (Weighted), 2015","Beneficiary Count No LIS, 2015","Average Beneficiary Cost Share No LIS, 2015","Beneficiary Count LIS, 2015","Average Beneficiary Cost Share LIS, 2015","Annual Change in Average Cost Per Unit, 2015"
VALSARTAN-HYDROCHLOROTHIAZIDE ,VALSARTAN/HYDROCHLOROTHIAZIDE ,,,,,,,,,,,"578,872","$96,700,444.09","315,836",$306.17,"27,178,660",$3.57,"208,279",$72.33,"107,557",$4.06,"3,232,069","$335,185,357.70","603,959",$554.98,"156,261,462",$2.15,"396,052",$149.62,"207,907",$11.07,"3,462,740","$209,419,132.29","625,806",$334.64,"177,851,632",$1.18,"431,695",$121.73,"194,111",$10.58,"3,273,238","$124,326,038.77","618,419",$201.04,"178,566,780",$0.70,"441,410",$89.96,"177,009",$9.16,-41%
VALSTAR ,VALRUBICIN ,34,"$260,431.08",12,"$21,702.59","1,340",$194.35,,,,,23,"$211,404.24",,,"1,060",$199.44,,,,,15,"$244,009.00",,,"1,180",$206.79,,,,,38,"$331,437.42",17,"$19,496.32","1,570",$211.11,,,,,42,"$526,446.72",20,"$26,322.34","2,450",$214.88,,,,,
VALTREX ,VALACYCLOVIR HCL ,"26,195","$8,251,311.89","10,332",$798.62,"980,039",$8.65,"5,246",$149.62,"5,086",$10.02,"12,872","$4,388,416.39","4,205","$1,043.62","531,837",$8.48,"2,157",$204.16,"2,048",$10.21,"10,241","$3,932,404.48","3,135","$1,254.36","475,117",$8.46,"1,900",$212.72,"1,235",$10.89,"9,884","$4,063,559.79","2,886","$1,408.02","473,006",$8.81,"1,800",$221.50,"1,086",$11.61,"8,709","$4,646,242.63","2,455","$1,892.56","436,440",$10.93,"1,551",$261.62,904,$11.30,23%
VALTURNA ,ALISKIREN/VALSARTAN ,"134,181","$16,880,220.24","25,961",$650.21,"5,150,749",$3.28,"16,254",$258.09,"9,707",$26.18,"43,559","$5,673,741.64","14,530",$390.48,"1,715,833",$3.31,"9,614",$161.06,"4,916",$17.17,34,"$3,384.28",18,$188.02,"1,080",$3.15,,,,,,,,,,,,,,,,,,,,,,,,,
VANATOL LQ ,BUTALB/ACETAMINOPHEN/CAFFEINE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"$37,129.31",15,"$2,475.29","15,143",$2.45,,,,,
VANCOCIN HCL ,VANCOMYCIN HCL ,"60,331","$99,236,638.64","32,917","$3,014.75","2,658,372",$36.82,"16,237",$536.78,"16,680",$17.93,"25,181","$42,699,712.33","15,820","$2,699.10","1,103,547",$38.05,"7,653",$500.30,"8,167",$19.67,"2,412","$3,541,912.51","1,627","$2,176.96","197,620",$20.48,837,$366.74,790,$18.96,915,"$1,159,943.44",681,"$1,703.29","64,621",$17.50,336,$351.93,345,$22.90,400,"$636,092.32",296,"$2,148.96","30,692",$22.50,151,$441.39,145,$16.43,
VANCOMYCIN ,"VANCOMYCIN IN DEXTROSE,ISO-OSM ","1,476","$94,518.44",506,$186.80,"1,032,717",$0.09,92,$44.97,414,$3.27,"2,547","$165,743.77",857,$193.40,"1,819,172",$0.09,163,$64.99,694,$2.84,"3,698","$284,192.06","1,220",$232.94,"3,048,568",$0.09,313,$92.22,907,$3.03,"4,824","$339,197.97","1,565",$216.74,"3,870,777",$0.09,347,$110.85,"1,218",$3.65,"5,205","$349,799.05","1,697",$206.13,"3,845,917",$0.09,321,$92.91,"1,376",$2.90,4%
VANCOMYCIN HCL ,VANCOMYCIN HCL ,"226,652","$21,291,515.50","65,564",$324.74,"41,304,024",$0.62,"23,690",$106.74,"41,874",$4.17,"279,985","$77,693,708.92","90,546",$858.06,"42,833,618",$4.78,"37,083",$196.78,"53,463",$5.25,"345,180","$121,182,707.35","115,142","$1,052.46","54,486,859",$6.42,"53,621",$193.59,"61,521",$6.24,"358,233","$109,954,716.48","119,430",$920.66,"60,732,177",$5.44,"57,504",$195.32,"61,926",$6.18,"381,318","$115,777,535.47","129,350",$895.07,"69,287,991",$4.67,"63,166",$208.14,"66,184",$6.81,20%
VANCOMYCIN HCL ,VANCOMYCIN HCL/D5W ,"16,050","$3,121,207.83","5,370",$581.23,"19,473,225",$0.16,"1,306",$163.88,"4,064",$4.25,"14,529","$2,423,505.05","4,801",$504.79,"17,248,351",$0.14,"1,193",$139.57,"3,608",$3.36,"14,798","$2,207,692.09","4,819",$458.12,"17,193,609",$0.13,"1,297",$111.40,"3,522",$3.59,"15,263","$2,148,893.40","5,080",$423.01,"17,453,442",$0.12,"1,231",$141.35,"3,849",$4.94,"15,949","$2,266,971.93","5,134",$441.56,"18,132,227",$0.13,"1,129",$150.42,"4,005",$3.60,2%
VANCOMYCIN-D5W ,VANCOMYCIN HCL/D5W ,"1,342","$49,631.06",452,$109.80,"530,033",$0.09,61,$60.59,391,$2.39,"1,512","$56,976.23",457,$124.67,"636,054",$0.09,86,$62.23,371,$0.80,"1,718","$65,928.39",583,$113.08,"819,708",$0.08,139,$58.02,444,$3.94,"1,838","$67,239.94",639,$105.23,"872,272",$0.08,157,$67.89,482,$2.39,"2,087","$77,701.39",707,$109.90,"991,199",$0.08,134,$51.09,573,$2.68,
VANDAZOLE ,METRONIDAZOLE ,"16,102","$483,462.41","12,764",$37.88,"1,156,836",$0.42,"5,808",$10.23,"6,956",$1.73,"12,741","$373,260.69","9,861",$37.85,"923,164",$0.40,"4,810",$9.41,"5,051",$1.73,"10,519","$291,151.45","7,967",$36.54,"758,627",$0.38,"4,120",$12.40,"3,847",$1.98,"6,831","$179,351.53","5,370",$33.40,"492,546",$0.36,"2,808",$16.48,"2,562",$2.00,"6,577","$369,222.59","5,493",$67.22,"472,057",$0.78,"3,044",$16.30,"2,449",$2.01,115%
VANDETANIB ,VANDETANIB ,56,"$564,876.88",22,"$25,676.22","2,070",$296.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANIQA ,EFLORNITHINE HCL ,519,"$47,441.90",304,$156.06,"19,590",$2.42,,,,,680,"$68,837.11",381,$180.67,"25,410",$2.71,,,,,274,"$36,464.29",140,$260.46,"12,465",$2.93,,,,,27,"$3,565.95",21,$169.81,"1,200",$2.97,21,,0,,,,,,,,,,,,
VANISHPOINT ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",,,,,,,,,,,14,"$1,078.61",,,"1,600",$0.67,,,,,880,"$63,388.30",470,$134.87,"88,123",$0.72,32,$62.95,438,$0.32,596,"$42,839.82",337,$127.12,"59,520",$0.72,13,$32.22,324,$1.22,22,"$1,589.64",,,"2,300",$0.69,,,,,
VANISHPOINT ,"SYRINGE AND NEEDLE,INSULIN,1ML ","1,165","$73,722.41",285,$258.68,"106,708",$0.69,156,$99.18,129,$7.79,"1,231","$77,372.60",279,$277.32,"112,786",$0.69,115,$108.14,164,$1.72,"2,214","$147,515.64",620,$237.93,"213,397",$0.69,176,$95.31,444,$4.13,"2,357","$166,313.04",634,$262.32,"242,245",$0.69,181,$114.03,453,$3.28,"1,881","$124,343.22",415,$299.62,"189,729",$0.66,133,$122.06,282,$4.62,
VANOS ,FLUOCINONIDE ,"8,616","$3,578,205.45","5,993",$597.06,"785,626",$4.55,"4,179",$106.81,"1,814",$8.37,"7,062","$3,332,295.77","4,853",$686.65,"641,233",$5.20,"3,601",$107.11,"1,252",$9.78,"6,598","$6,127,060.26","4,454","$1,375.63","568,234",$10.78,"3,381",$105.28,"1,073",$7.65,"1,417","$2,000,454.14",952,"$2,101.32","121,930",$16.41,626,$117.55,326,$6.64,211,"$470,208.49",135,"$3,483.03","18,780",$25.04,83,$173.68,52,$2.87,
VANOXIDE-HC ,BENZOYL PEROXIDE/HYDROCORTISON ,,,,,,,,,,,,,,,,,,,,,24,"$1,413.12",19,$74.37,650,$2.17,,,,,33,"$1,932.66",25,$77.31,850,$2.27,,,,,,,,,,,,,,,
VANTAS ,HISTRELIN AC ,31,"$118,520.96",30,"$3,950.70",31,"$3,823.26",16,$355.05,14,$2.83,41,"$135,295.84",40,"$3,382.40",41,"$3,299.90",15,$318.05,25,$68.25,45,"$147,148.58",44,"$3,344.29",45,"$3,269.97",14,$500.20,30,$2.97,41,"$133,494.99",41,"$3,255.98",41,"$3,255.98",16,$490.38,25,$56.29,37,"$121,842.65",36,"$3,384.52",37,"$3,293.04",18,$389.24,18,$2.93,
VAQTA ,HEPATITIS A VIRUS VACCINE/PF ,819,"$74,389.10",769,$96.73,811,$91.78,709,$39.82,60,$5.29,"1,667","$129,089.39","1,577",$81.86,"1,411",$93.01,"1,304",$48.46,273,$3.25,"2,098","$195,598.60","1,956",$100.00,"1,876",$105.24,"1,659",$51.61,297,$4.04,"2,964","$255,624.41","2,735",$93.46,"2,881",$89.35,"2,266",$51.60,469,$4.54,"5,475","$451,823.76","5,011",$90.17,"4,909",$95.08,"4,003",$48.82,"1,008",$5.12,4%
VARIVAX VACCINE ,VARICELLA VACCINE LIVE/PF ,632,"$64,567.85",543,$118.91,633,$101.98,242,$42.17,301,$1.95,925,"$101,275.72",784,$129.18,918,$110.38,413,$45.01,371,$3.13,"1,357","$148,300.37","1,134",$130.78,"1,379",$107.58,649,$41.44,485,$3.57,"1,652","$185,278.89","1,441",$128.58,"1,632",$113.53,826,$33.67,615,$3.67,"1,775","$213,750.66","1,440",$148.44,"1,748",$122.28,657,$48.08,783,$2.91,8%
VARUBI ,ROLAPITANT HYDROCHLORIDE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,"$63,178.80",79,$799.73,236,$267.71,60,$130.41,19,$3.77,
VASCAZEN ,OMEGA-3S/DHA/EPA/FISH OIL ,,,,,,,,,,,,,,,,,,,,,14,"$2,897.27",,,"2,700",$1.07,,,,,,,,,,,,,,,,,,,,,,,,,
VASCEPA ,ICOSAPENT ETHYL ,,,,,,,,,,,,,,,,,,,,,"40,434","$7,984,519.61","13,589",$587.57,"5,159,300",$1.55,"6,126",$157.78,"7,463",$7.95,"104,239","$21,992,687.86","24,813",$886.34,"13,326,566",$1.65,"9,797",$223.97,"15,016",$11.22,"191,257","$44,733,401.26","41,412","$1,080.20","24,756,318",$1.81,"14,959",$236.64,"26,453",$12.12,9%
VASCULERA ,DIOSMIN COMPLEX NO.1 ,,,,,,,,,,,35,"$4,139.08",20,$206.95,"1,570",$2.64,,,,,304,"$31,924.38",119,$268.27,"12,163",$2.62,119,,0,,,,,,,,,,,,,,,,,,,,,,
VASELINE PETROLEUM ,"PETROLATUM,WHITE ",,,,,,,,,,,,,,,,,,,,,15,$204.23,,,"5,520",$0.04,,,,,12,$107.76,,,"4,416",$0.02,,,,,14,$115.08,,,"5,152",$0.02,,,,,
VASERETIC ,ENALAPRIL/HYDROCHLOROTHIAZIDE ,"1,151","$149,834.22",234,$640.32,"56,641",$2.65,172,$329.89,62,$14.08,821,"$121,164.86",170,$712.73,"42,276",$2.87,129,$277.70,41,$26.19,755,"$163,017.85",159,"$1,025.27","42,938",$3.80,126,$310.27,33,$22.99,704,"$248,731.73",147,"$1,692.05","36,728",$6.77,121,$391.78,26,$22.16,523,"$371,632.12",104,"$3,573.39","30,231",$12.29,85,$596.58,19,$71.18,
VASOPRESSIN ,VASOPRESSIN ,53,"$5,627.38",12,$468.95,"1,813",$3.10,,,,,31,"$2,185.11",,,927,$2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VASOTEC ,ENALAPRIL MALEATE ,"10,083","$2,051,881.47","1,929","$1,063.70","689,964",$2.95,"1,426",$380.40,503,$31.21,"8,250","$2,104,990.76","1,715","$1,227.40","623,889",$3.35,"1,307",$366.29,408,$29.74,"8,241","$2,971,265.17","1,702","$1,745.75","682,539",$4.33,"1,415",$371.69,287,$28.21,"6,342","$4,314,057.07","1,472","$2,930.75","538,173",$7.97,"1,213",$415.89,259,$33.90,"5,237","$7,470,997.44","1,110","$6,730.63","445,128",$16.65,873,$531.98,237,$31.78,109%
VAYACOG ,PHOSPSERIN/OMEGA-3/DHA/EPA ,,,,,,,,,,,,,,,,,,,,,22,"$1,217.20",,,720,$1.69,,,,,,,,,,,,,,,,,,,,,,,,,
VAZOBID ,BROMPHENIRAMIN/PHENYLEPH TANNS ,13,"$1,213.69",,,"2,392",$0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V-C FORTE ,MULTIVITAMIN-MINERALS NO.7/FA ,562,"$3,686.24",133,$27.72,"26,781",$0.14,121,$22.93,12,$12.69,"1,271","$10,673.24",317,$33.67,"79,350",$0.13,296,$22.59,21,$14.42,"1,787","$22,364.81",504,$44.37,"120,128",$0.19,437,$29.89,67,$10.78,13,$159.51,,,630,$0.25,,,,,,,,,,,,,,,
VECAMYL ,MECAMYLAMINE HCL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"$106,549.90",11,"$9,686.35","1,830",$58.22,,,,,
VECTIBIX ,PANITUMUMAB ,79,"$477,081.02",16,"$29,817.56","2,730",$175.57,,,,,61,"$408,089.26",14,"$29,149.23","2,300",$177.41,,,,,72,"$532,297.18",18,"$29,572.07","3,060",$174.70,,,,,141,"$1,090,181.48",37,"$29,464.36","5,660",$192.59,14,"$2,085.28",23,$1.49,203,"$1,227,420.87",40,"$30,685.52","6,060",$202.54,18,"$1,993.15",22,$3.44,
VECTICAL ,CALCITRIOL ,"11,950","$5,763,395.31","6,089",$946.53,"1,292,589",$4.46,"4,579",$113.14,"1,510",$10.92,"10,529","$4,536,155.56","5,266",$861.40,"1,169,502",$3.88,"4,111",$105.08,"1,155",$10.02,"8,505","$3,335,248.62","4,276",$779.99,"969,321",$3.44,"3,443",$66.77,833,$6.00,"6,977","$2,251,875.73","3,542",$635.76,"808,510",$2.79,"2,900",$53.36,642,$6.18,"5,985","$1,641,732.41","3,010",$545.43,"701,332",$2.34,"2,523",$43.54,487,$5.07,-16%
VELCADE ,BORTEZOMIB ,"1,351","$6,781,524.58",270,"$25,116.76","4,650","$1,458.43",96,"$1,503.35",174,$95.56,"2,033","$10,700,975.32",404,"$26,487.56","7,061","$1,515.55",163,"$1,733.96",241,$83.06,"2,288","$13,192,588.82",521,"$25,321.67","8,442","$1,562.70",225,"$1,610.48",296,$70.04,"2,473","$13,685,400.79",491,"$27,872.51","8,631","$1,585.52",207,"$1,514.31",284,$16.12,"2,514","$14,692,453.79",537,"$27,360.25","9,065","$1,620.75",225,"$1,704.49",312,$52.23,
VELETRI ,EPOPROSTENOL SODIUM (ARGININE) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"$138,779.20",,,"2,914",$47.62,,,,,40,"$191,762.06",,,"4,050",$47.35,,,,,
VELIVET ,DESOGESTREL-ETHINYL ESTRADIOL ,"1,317","$41,315.36",201,$205.55,"44,156",$0.94,20,$51.41,181,$8.72,"1,300","$41,626.58",193,$215.68,"44,924",$0.93,20,$60.94,173,$8.26,"1,295","$39,972.61",205,$194.99,"45,164",$0.89,20,$56.33,185,$7.61,"1,311","$37,293.33",198,$188.35,"44,718",$0.83,21,$112.80,177,$6.67,"1,448","$41,718.73",239,$174.56,"51,382",$0.81,25,$101.40,214,$7.31,
VELPHORO ,SUCROFERRIC OXYHYDROXIDE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,437","$13,437,502.22","4,130","$3,253.63","1,395,977",$9.63,625,$245.39,"3,505",$6.04,"29,406","$43,010,787.49","8,369","$5,139.30","4,421,049",$9.73,"1,586",$575.10,"6,783",$14.97,1%
VELTIN ,CLINDAMYCIN/TRETINOIN ,232,"$55,119.29",163,$338.16,"11,190",$4.93,75,$80.53,88,$5.41,223,"$56,057.52",136,$412.19,"10,575",$5.30,71,$91.63,65,$8.94,222,"$63,416.24",135,$469.75,"10,350",$6.13,77,$90.44,58,$9.98,206,"$68,474.79",127,$539.17,"9,720",$7.04,69,$88.07,58,$7.06,150,"$49,933.25",84,$594.44,"6,540",$7.64,32,$100.35,52,$5.84,
VEMAVITE-PRX 2 ,PNV66/IRON FUMARATE/FA/DSS/DHA ,,,,,,,,,,,14,$925.47,,,600,$1.54,,,,,42,"$1,989.32",14,$142.09,"1,258",$1.58,,,,,14,$895.63,,,600,$1.49,,,,,20,"$1,594.49",11,$144.95,"1,140",$1.40,,,,,
VENA-BAL DHA ,PNV81/SOD IRON EDTA& PS/FA/OM3 ,11,$436.39,,,587,$0.74,,,,,16,"$1,016.46",,,"1,440",$0.71,,,,,17,"$1,000.51",,,"1,350",$0.74,,,,,14,$845.56,,,"1,140",$0.74,,,,,,,,,,,,,,,
VENATAL-FA ,PRENATAL VIT NO.78/IRON/FA ,19,$202.52,15,$13.50,877,$0.23,,,,,49,$312.24,15,$20.82,"1,261",$0.25,0,,15,$4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENLAFAXINE HCL ,VENLAFAXINE HCL ,"1,039,439","$60,457,817.17","200,841",$301.02,"73,627,206",$0.82,"109,377",$61.06,"91,464",$7.68,"994,925","$51,870,549.46","197,728",$262.33,"70,270,228",$0.74,"106,552",$95.92,"91,176",$7.68,"1,026,150","$44,452,793.70","207,193",$214.55,"73,624,269",$0.60,"116,673",$82.28,"90,520",$7.43,"1,014,198","$43,452,709.99","206,120",$210.81,"74,447,857",$0.58,"117,735",$92.66,"88,385",$7.52,"993,069","$35,704,763.56","202,678",$176.16,"74,411,260",$0.48,"116,035",$89.24,"86,643",$7.31,-18%
VENLAFAXINE HCL ER ,VENLAFAXINE HCL ,"2,717,643","$311,946,900.58","420,173",$742.42,"122,179,106",$2.57,"195,395",$164.35,"224,778",$12.58,"3,321,695","$164,784,557.12","500,980",$328.92,"156,741,681",$1.08,"257,089",$80.80,"243,891",$9.71,"3,909,742","$162,846,987.22","607,441",$268.09,"196,585,979",$0.86,"343,867",$76.47,"263,574",$10.17,"4,279,030","$167,774,884.68","673,226",$249.21,"219,245,202",$0.80,"390,828",$105.90,"282,398",$10.39,"4,613,789","$121,858,149.06","727,915",$167.41,"243,140,820",$0.54,"430,488",$63.51,"297,427",$9.34,-39%
VENOFER ,IRON SUCROSE COMPLEX ,106,"$24,675.81",41,$601.85,"2,906",$8.43,,,,,223,"$65,865.67",117,$562.95,"8,573",$7.66,101,$70.11,16,$220.18,134,"$41,235.04",62,$665.08,"4,100",$10.06,,,,,13,"$2,976.65",,,300,$9.91,,,,,,,,,,,,,,,
VENTAVIS ,ILOPROST TROMETHAMINE ,61,"$768,777.30",17,"$45,222.19","10,758",$71.50,,,,,61,"$676,915.51",19,"$35,627.13","9,215",$73.63,,,,,91,"$1,308,137.22",22,"$59,460.78","16,430",$79.74,,,,,91,"$1,574,224.19",12,"$131,185.35","17,016",$92.19,,,,,60,"$1,172,368.74",11,"$106,578.98","9,758",$120.36,,,,,
VENTOLIN HFA ,ALBUTEROL SULFATE ,"2,823,518","$117,050,516.45","1,067,449",$109.65,"57,392,294",$2.04,"384,982",$54.12,"682,467",$9.78,"2,771,663","$125,899,401.27","1,050,724",$119.82,"57,488,637",$2.19,"426,289",$60.95,"624,435",$9.22,"2,565,608","$126,223,280.51","1,036,903",$121.73,"54,243,912",$2.33,"507,944",$62.99,"528,959",$10.86,"2,387,639","$125,396,271.94","997,850",$125.67,"50,716,330",$2.47,"516,735",$69.49,"481,115",$10.60,"2,713,512","$149,539,946.97","1,112,139",$134.46,"57,413,969",$2.60,"569,855",$70.64,"542,284",$11.13,5%
VERAMYST ,FLUTICASONE FUROATE ,"96,429","$10,867,536.00","43,005",$252.70,"1,098,889",$9.89,"23,568",$87.60,"19,437",$9.52,"89,559","$11,370,092.56","36,757",$309.33,"1,068,461",$10.64,"21,109",$97.18,"15,648",$9.40,"64,098","$9,181,179.14","27,077",$339.08,"820,779",$11.19,"17,091",$121.40,"9,986",$9.67,"46,611","$7,627,531.45","18,825",$405.18,"617,096",$12.36,"12,299",$136.53,"6,526",$9.76,"32,563","$6,841,290.67","12,842",$532.73,"443,932",$15.41,"8,653",$146.59,"4,189",$10.23,25%
VERAPAMIL ER ,VERAPAMIL HCL ,"2,600,285","$62,410,016.82","434,413",$143.67,"142,003,721",$0.44,"299,448",$52.80,"134,965",$10.46,"2,451,980","$58,608,865.49","422,336",$138.77,"140,396,421",$0.42,"297,446",$52.89,"124,890",$9.87,"2,415,632","$62,969,913.15","436,868",$144.14,"145,548,162",$0.43,"320,595",$57.01,"116,273",$9.85,"2,184,758","$57,837,175.98","413,618",$139.83,"137,123,039",$0.42,"307,805",$57.61,"105,813",$9.20,"2,081,469","$51,111,135.56","404,891",$126.23,"134,939,114",$0.38,"303,645",$57.50,"101,246",$9.22,-15%
VERAPAMIL ER PM ,VERAPAMIL HCL ,"104,413","$11,287,424.34","17,587",$641.80,"4,985,904",$2.28,"12,384",$96.97,"5,203",$13.58,"104,041","$11,322,415.70","18,595",$608.90,"5,268,945",$2.16,"13,440",$88.62,"5,155",$11.95,"108,695","$11,781,762.19","20,785",$566.84,"5,858,735",$2.02,"15,674",$121.81,"5,111",$13.42,"107,255","$11,846,082.03","20,753",$570.81,"5,998,256",$1.98,"15,801",$121.21,"4,952",$12.38,"105,562","$11,219,018.78","20,910",$536.54,"6,032,422",$1.86,"16,046",$122.60,"4,864",$12.63,-5%
VERAPAMIL HCL ,VERAPAMIL HCL ,"432,287","$11,620,621.58","87,588",$132.67,"30,011,202",$0.52,"53,057",$36.22,"34,531",$7.34,"426,557","$12,323,922.49","86,570",$142.36,"30,958,618",$0.53,"54,023",$37.54,"32,547",$7.05,"449,969","$14,072,329.21","92,700",$151.81,"34,276,228",$0.54,"60,367",$42.10,"32,333",$7.41,"452,892","$13,849,903.41","95,272",$145.37,"35,879,514",$0.51,"62,889",$51.72,"32,383",$7.09,"443,180","$17,396,260.49","94,851",$183.41,"36,556,929",$0.65,"63,131",$54.53,"31,720",$7.18,9%
VERAPAMIL SR ,VERAPAMIL HCL ,"102,675","$4,557,562.95","31,267",$145.76,"6,506,452",$0.70,"22,744",$33.53,"8,523",$5.69,"110,447","$5,197,721.10","29,363",$177.02,"7,313,206",$0.71,"21,945",$36.79,"7,418",$6.49,"129,934","$6,925,949.33","38,433",$180.21,"8,821,262",$0.78,"29,797",$61.41,"8,636",$7.13,"221,562","$11,452,075.53","59,076",$193.85,"14,422,487",$0.79,"43,097",$66.60,"15,979",$7.56,"186,206","$12,410,496.34","56,829",$218.38,"12,592,441",$0.98,"42,054",$66.45,"14,775",$7.24,23%
VERDESO ,DESONIDE ,585,"$152,335.98",347,$439.01,"51,330",$2.97,220,$95.37,127,$6.39,440,"$120,544.61",237,$508.63,"37,620",$3.20,169,$91.80,68,$7.00,601,"$282,965.70",386,$733.07,"59,500",$4.76,310,$80.91,76,$8.73,43,"$24,105.30",37,$651.49,"4,450",$5.42,22,$94.29,15,$2.71,,,,,,,,,,,
VEREGEN ,SINECATECHINS ,545,"$196,339.58",311,$631.32,"9,735",$20.17,153,$105.38,158,$7.13,786,"$357,351.17",452,$790.60,"15,386",$23.23,251,$144.48,201,$7.75,878,"$613,207.76",535,"$1,146.18","23,259",$26.36,295,$121.97,240,$5.92,773,"$777,930.90",457,"$1,702.26","25,323",$30.72,249,$126.69,208,$8.49,515,"$609,876.80",313,"$1,948.49","17,641",$34.57,156,$143.73,157,$8.25,
VERELAN ,VERAPAMIL HCL ,"2,633","$565,374.88",743,$760.94,"133,338",$4.30,430,$326.06,313,$12.48,"1,671","$484,760.76",294,"$1,648.85","95,088",$5.17,227,$497.74,67,$25.72,"1,666","$562,354.03",300,"$1,874.51","101,248",$5.60,247,$459.21,53,$37.74,"1,125","$434,716.04",325,"$1,337.59","77,567",$5.65,277,$294.53,48,$14.94,"1,132","$413,919.60",346,"$1,196.30","73,296",$5.78,240,$301.77,106,$6.45,
VERELAN PM ,VERAPAMIL HCL ,"2,651","$524,716.29",515,"$1,018.87","117,276",$4.56,359,$395.64,156,$26.32,"2,526","$578,775.51",409,"$1,415.10","112,593",$5.21,303,$503.57,106,$27.06,"2,205","$582,692.77",362,"$1,609.65","104,830",$5.58,279,$449.77,83,$33.15,"1,396","$414,247.71",290,"$1,428.44","74,514",$5.62,224,$393.02,66,$29.30,862,"$299,394.75",159,"$1,882.99","51,086",$5.98,126,$461.16,33,$20.05,
VERIPRED 20 ,PREDNISOLONE SOD PHOSPHATE ,31,"$1,531.27",27,$56.71,"2,510",$0.61,,,,,63,"$5,734.13",45,$127.43,"10,680",$0.54,21,$35.59,24,$11.87,52,"$3,372.30",45,$74.94,"4,962",$0.68,23,$31.21,22,$1.46,,,,,,,,,,,,,,,,,,,,,
VERSACLOZ ,CLOZAPINE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,"$820,576.78",111,"$7,392.58","105,740",$7.76,0,,111,$2.74,"1,046","$1,402,534.31",113,"$12,411.81","181,879",$7.71,0,,113,$7.63,
VESICARE ,SOLIFENACIN SUCCINATE ,"1,472,450","$286,824,026.25","329,337",$870.91,"55,665,703",$5.15,"189,810",$229.22,"139,527",$21.47,"1,742,209","$403,994,788.45","377,408","$1,070.45","67,082,152",$6.02,"220,922",$249.40,"156,486",$20.00,"2,202,932","$554,124,743.43","447,697","$1,237.72","84,019,505",$6.60,"271,747",$256.17,"175,950",$20.55,"2,183,699","$609,630,172.44","432,752","$1,408.73","84,164,605",$7.24,"257,996",$266.45,"174,756",$19.99,"1,982,808","$631,651,813.68","394,973","$1,599.23","77,714,200",$8.13,"231,917",$310.29,"163,056",$19.98,12%
VESTURA ,ETHINYL ESTRADIOL/DROSPIRENONE ,,,,,,,,,,,688,"$50,640.74",338,$149.82,"25,648",$1.97,34,$33.05,304,$2.69,787,"$57,304.91",344,$166.58,"29,876",$1.92,29,$31.70,315,$2.17,"3,274","$222,188.52",686,$323.89,"128,096",$1.73,72,$143.76,614,$6.14,"3,356","$232,758.17",704,$330.62,"134,687",$1.73,78,$149.19,626,$5.64,
