Notes,Year,Year Code,State,State Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Standard Error,% of Total Deaths
,2014,2014,South Carolina,45,Female,F,25-34 years,25-34,20,317447,6.3,1.4,0
,2014,2014,South Carolina,45,Female,F,35-44 years,35-44,63,303815,20.7,2.6,0
,2014,2014,South Carolina,45,Female,F,45-54 years,45-54,78,335317,23.3,2.6,0
,2014,2014,South Carolina,45,Female,F,55-64 years,55-64,52,335515,15.5,2.1,0
,2014,2014,South Carolina,45,Female,F,65-74 years,65-74,12,248047,Unreliable,1.4,0
Total,2014,2014,South Carolina,45,Female,F,,,239,2483088,9.6,0.6,0.001
,2014,2014,South Carolina,45,Male,M,15-24 years,15-24,26,341131,7.6,1.5,0
,2014,2014,South Carolina,45,Male,M,25-34 years,25-34,65,310624,20.9,2.6,0
,2014,2014,South Carolina,45,Male,M,35-44 years,35-44,57,291794,19.5,2.6,0
,2014,2014,South Carolina,45,Male,M,45-54 years,45-54,84,313589,26.8,2.9,0
,2014,2014,South Carolina,45,Male,M,55-64 years,55-64,64,295792,21.6,2.7,0
Total,2014,2014,South Carolina,45,Male,M,,,306,2349394,13.0,0.7,0.001
Total,2014,2014,South Carolina,45,,,,,545,4832482,11.3,0.5,0.002
Total,2014,2014,South Dakota,46,Female,F,,,18,423862,Unreliable,1,0
Total,2014,2014,South Dakota,46,Male,M,,,15,429313,Unreliable,0.9,0
Total,2014,2014,South Dakota,46,,,,,33,853175,3.9,0.7,0
,2014,2014,Tennessee,47,Female,F,15-24 years,15-24,12,436129,Unreliable,0.8,0
,2014,2014,Tennessee,47,Female,F,25-34 years,25-34,62,433879,14.3,1.8,0
,2014,2014,Tennessee,47,Female,F,35-44 years,35-44,93,425668,21.8,2.3,0
,2014,2014,Tennessee,47,Female,F,45-54 years,45-54,122,459078,26.6,2.4,0
,2014,2014,Tennessee,47,Female,F,55-64 years,55-64,67,441449,15.2,1.9,0
,2014,2014,Tennessee,47,Female,F,65-74 years,65-74,11,311118,Unreliable,1.1,0
Total,2014,2014,Tennessee,47,Female,F,,,368,3357172,11.0,0.6,0.001
,2014,2014,Tennessee,47,Male,M,15-24 years,15-24,36,449806,8.0,1.3,0
,2014,2014,Tennessee,47,Male,M,25-34 years,25-34,141,424446,33.2,2.8,0
,2014,2014,Tennessee,47,Male,M,35-44 years,35-44,127,414480,30.6,2.7,0
,2014,2014,Tennessee,47,Male,M,45-54 years,45-54,163,437653,37.2,2.9,0
,2014,2014,Tennessee,47,Male,M,55-64 years,55-64,71,400817,17.7,2.1,0
Total,2014,2014,Tennessee,47,Male,M,,,544,3192180,17.0,0.7,0.002
Total,2014,2014,Tennessee,47,,,,,912,6549352,13.9,0.5,0.003
,2014,2014,Texas,48,Female,F,15-24 years,15-24,35,1895433,1.8,0.3,0
,2014,2014,Texas,48,Female,F,25-34 years,25-34,78,1934646,4.0,0.5,0
,2014,2014,Texas,48,Female,F,35-44 years,35-44,117,1824605,6.4,0.6,0
,2014,2014,Texas,48,Female,F,45-54 years,45-54,144,1747625,8.2,0.7,0
,2014,2014,Texas,48,Female,F,55-64 years,55-64,107,1527762,7.0,0.7,0
,2014,2014,Texas,48,Female,F,65-74 years,65-74,20,973507,2.1,0.5,0
Total,2014,2014,Texas,48,Female,F,,,508,13574572,3.7,0.2,0.001
,2014,2014,Texas,48,Male,M,15-24 years,15-24,115,2010233,5.7,0.5,0
,2014,2014,Texas,48,Male,M,25-34 years,25-34,237,1991011,11.9,0.8,0.001
,2014,2014,Texas,48,Male,M,35-44 years,35-44,186,1810280,10.3,0.8,0.001
,2014,2014,Texas,48,Male,M,45-54 years,45-54,213,1724118,12.4,0.8,0.001
,2014,2014,Texas,48,Male,M,55-64 years,55-64,149,1434534,10.4,0.9,0
,2014,2014,Texas,48,Male,M,65-74 years,65-74,25,859994,2.9,0.6,0
Total,2014,2014,Texas,48,Male,M,,,932,13382386,7.0,0.2,0.003
Total,2014,2014,Texas,48,,,,,1440,26956958,5.3,0.1,0.004
,2014,2014,Utah,49,Female,F,25-34 years,25-34,26,217114,12.0,2.3,0
,2014,2014,Utah,49,Female,F,35-44 years,35-44,55,189250,29.1,3.9,0
,2014,2014,Utah,49,Female,F,45-54 years,45-54,60,152645,39.3,5.1,0
,2014,2014,Utah,49,Female,F,55-64 years,55-64,33,140596,23.5,4.1,0
Total,2014,2014,Utah,49,Female,F,,,188,1463152,12.8,0.9,0.001
,2014,2014,Utah,49,Male,M,15-24 years,15-24,28,240993,11.6,2.2,0
,2014,2014,Utah,49,Male,M,25-34 years,25-34,96,223508,43.0,4.4,0
,2014,2014,Utah,49,Male,M,35-44 years,35-44,62,197100,31.5,4,0
,2014,2014,Utah,49,Male,M,45-54 years,45-54,43,153953,27.9,4.3,0
,2014,2014,Utah,49,Male,M,55-64 years,55-64,35,135973,25.7,4.4,0
Total,2014,2014,Utah,49,Male,M,,,275,1479750,18.6,1.1,0.001
Total,2014,2014,Utah,49,,,,,463,2942902,15.7,0.7,0.001
Total,2014,2014,Vermont,50,Female,F,,,24,317713,7.6,1.5,0
,2014,2014,Vermont,50,Male,M,25-34 years,25-34,13,36013,Unreliable,10,0
,2014,2014,Vermont,50,Male,M,35-44 years,35-44,11,35316,Unreliable,9.4,0
Total,2014,2014,Vermont,50,Male,M,,,42,308849,13.6,2.1,0
Total,2014,2014,Vermont,50,,,,,66,626562,10.5,1.3,0
,2014,2014,Virginia,51,Female,F,15-24 years,15-24,21,556019,3.8,0.8,0
,2014,2014,Virginia,51,Female,F,25-34 years,25-34,68,579557,11.7,1.4,0
,2014,2014,Virginia,51,Female,F,35-44 years,35-44,71,548527,12.9,1.5,0
,2014,2014,Virginia,51,Female,F,45-54 years,45-54,68,601127,11.3,1.4,0
,2014,2014,Virginia,51,Female,F,55-64 years,55-64,40,541278,7.4,1.2,0
Total,2014,2014,Virginia,51,Female,F,,,279,4231045,6.6,0.4,0.001
,2014,2014,Virginia,51,Male,M,15-24 years,15-24,53,585596,9.1,1.2,0
,2014,2014,Virginia,51,Male,M,25-34 years,25-34,137,595705,23.0,2,0
,2014,2014,Virginia,51,Male,M,35-44 years,35-44,131,540238,24.2,2.1,0
,2014,2014,Virginia,51,Male,M,45-54 years,45-54,123,575329,21.4,1.9,0
,2014,2014,Virginia,51,Male,M,55-64 years,55-64,65,499146,13.0,1.6,0
Total,2014,2014,Virginia,51,Male,M,,,520,4095244,12.7,0.6,0.001
Total,2014,2014,Virginia,51,,,,,799,8326289,9.6,0.3,0.002
,2014,2014,Washington,53,Female,F,15-24 years,15-24,15,450254,Unreliable,0.9,0
,2014,2014,Washington,53,Female,F,25-34 years,25-34,36,495397,7.3,1.2,0
,2014,2014,Washington,53,Female,F,35-44 years,35-44,50,452813,11.0,1.6,0
,2014,2014,Washington,53,Female,F,45-54 years,45-54,93,472029,19.7,2,0
,2014,2014,Washington,53,Female,F,55-64 years,55-64,59,466858,12.6,1.6,0
,2014,2014,Washington,53,Female,F,65-74 years,65-74,17,307490,Unreliable,1.3,0
Total,2014,2014,Washington,53,Female,F,,,276,3531595,7.8,0.5,0.001
,2014,2014,Washington,53,Male,M,15-24 years,15-24,44,486723,9.0,1.4,0
,2014,2014,Washington,53,Male,M,25-34 years,25-34,96,525912,18.3,1.9,0
,2014,2014,Washington,53,Male,M,35-44 years,35-44,78,465746,16.7,1.9,0
,2014,2014,Washington,53,Male,M,45-54 years,45-54,107,473736,22.6,2.2,0
,2014,2014,Washington,53,Male,M,55-64 years,55-64,76,444993,17.1,2,0
,2014,2014,Washington,53,Male,M,65-74 years,65-74,18,282829,Unreliable,1.5,0
Total,2014,2014,Washington,53,Male,M,,,425,3529935,12.0,0.6,0.001
Total,2014,2014,Washington,53,,,,,701,7061530,9.9,0.4,0.002
,2014,2014,West Virginia,54,Female,F,25-34 years,25-34,42,107355,39.1,6,0
,2014,2014,West Virginia,54,Female,F,35-44 years,35-44,53,114024,46.5,6.4,0
,2014,2014,West Virginia,54,Female,F,45-54 years,45-54,66,126612,52.1,6.4,0
,2014,2014,West Virginia,54,Female,F,55-64 years,55-64,26,138255,18.8,3.7,0
Total,2014,2014,West Virginia,54,Female,F,,,199,936411,21.3,1.5,0.001
,2014,2014,West Virginia,54,Male,M,15-24 years,15-24,25,120575,20.7,4.1,0
,2014,2014,West Virginia,54,Male,M,25-34 years,25-34,87,111514,78.0,8.4,0
,2014,2014,West Virginia,54,Male,M,35-44 years,35-44,96,115761,82.9,8.5,0
,2014,2014,West Virginia,54,Male,M,45-54 years,45-54,96,125300,76.6,7.8,0
,2014,2014,West Virginia,54,Male,M,55-64 years,55-64,50,132237,37.8,5.3,0
Total,2014,2014,West Virginia,54,Male,M,,,363,913915,39.7,2.1,0.001
Total,2014,2014,West Virginia,54,,,,,562,1850326,30.4,1.3,0.002
,2014,2014,Wisconsin,55,Female,F,15-24 years,15-24,21,387298,5.4,1.2,0
,2014,2014,Wisconsin,55,Female,F,25-34 years,25-34,51,358939,14.2,2,0
,2014,2014,Wisconsin,55,Female,F,35-44 years,35-44,51,341036,15.0,2.1,0
,2014,2014,Wisconsin,55,Female,F,45-54 years,45-54,66,408337,16.2,2,0
,2014,2014,Wisconsin,55,Female,F,55-64 years,55-64,48,392625,12.2,1.8,0
,2014,2014,Wisconsin,55,Female,F,65-74 years,65-74,10,251177,Unreliable,1.3,0
Total,2014,2014,Wisconsin,55,Female,F,,,251,2898057,8.7,0.5,0.001
,2014,2014,Wisconsin,55,Male,M,15-24 years,15-24,45,401071,11.2,1.7,0
,2014,2014,Wisconsin,55,Male,M,25-34 years,25-34,113,371483,30.4,2.9,0
,2014,2014,Wisconsin,55,Male,M,35-44 years,35-44,89,349810,25.4,2.7,0
,2014,2014,Wisconsin,55,Male,M,45-54 years,45-54,94,408207,23.0,2.4,0
,2014,2014,Wisconsin,55,Male,M,55-64 years,55-64,59,387746,15.2,2,0
,2014,2014,Wisconsin,55,Male,M,65-74 years,65-74,10,233055,Unreliable,1.4,0
Total,2014,2014,Wisconsin,55,Male,M,,,412,2859507,14.4,0.7,0.001
Total,2014,2014,Wisconsin,55,,,,,663,5757564,11.5,0.4,0.002
Total,2014,2014,Wyoming,56,Female,F,,,20,286111,7.0,1.6,0
,2014,2014,Wyoming,56,Male,M,45-54 years,45-54,10,37236,Unreliable,8.5,0
Total,2014,2014,Wyoming,56,Male,M,,,34,298042,11.4,2,0
Total,2014,2014,Wyoming,56,,,,,54,584153,9.2,1.3,0
Total,2014,2014,,,,,,,30731,318857056,9.6,0.1,0.087
,2015,2015,Alabama,1,Female,F,15-24 years,15-24,10,328292,Unreliable,1,0
,2015,2015,Alabama,1,Female,F,25-34 years,25-34,23,321456,7.2,1.5,0
,2015,2015,Alabama,1,Female,F,35-44 years,35-44,25,309233,8.1,1.6,0
,2015,2015,Alabama,1,Female,F,45-54 years,45-54,36,333918,10.8,1.8,0
,2015,2015,Alabama,1,Female,F,55-64 years,55-64,11,334123,Unreliable,1,0
Total,2015,2015,Alabama,1,Female,F,,,107,2505795,4.3,0.4,0
,2015,2015,Alabama,1,Male,M,15-24 years,15-24,15,334890,Unreliable,1.2,0
,2015,2015,Alabama,1,Male,M,25-34 years,25-34,55,311270,17.7,2.4,0
,2015,2015,Alabama,1,Male,M,35-44 years,35-44,55,293263,18.8,2.5,0
,2015,2015,Alabama,1,Male,M,45-54 years,45-54,44,315524,13.9,2.1,0
,2015,2015,Alabama,1,Male,M,55-64 years,55-64,21,303874,6.9,1.5,0
Total,2015,2015,Alabama,1,Male,M,,,196,2353184,8.3,0.6,0.001
Total,2015,2015,Alabama,1,,,,,303,4858979,6.2,0.4,0.001
,2015,2015,Alaska,2,Female,F,25-34 years,25-34,10,55213,Unreliable,5.7,0
Total,2015,2015,Alaska,2,Female,F,,,35,349407,10.0,1.7,0
,2015,2015,Alaska,2,Male,M,15-24 years,15-24,10,62243,Unreliable,5.1,0
,2015,2015,Alaska,2,Male,M,25-34 years,25-34,16,65273,Unreliable,6.1,0
,2015,2015,Alaska,2,Male,M,35-44 years,35-44,10,47139,Unreliable,6.7,0
,2015,2015,Alaska,2,Male,M,55-64 years,55-64,10,48464,Unreliable,6.5,0
Total,2015,2015,Alaska,2,Male,M,,,58,389025,14.9,2,0
Total,2015,2015,Alaska,2,,,,,93,738432,12.6,1.3,0
,2015,2015,Arizona,4,Female,F,15-24 years,15-24,23,459370,5.0,1,0
,2015,2015,Arizona,4,Female,F,25-34 years,25-34,52,442208,11.8,1.6,0
,2015,2015,Arizona,4,Female,F,35-44 years,35-44,63,418302,15.1,1.9,0
,2015,2015,Arizona,4,Female,F,45-54 years,45-54,75,425258,17.6,2,0
,2015,2015,Arizona,4,Female,F,55-64 years,55-64,45,427277,10.5,1.6,0
,2015,2015,Arizona,4,Female,F,65-74 years,65-74,13,345557,Unreliable,1,0
Total,2015,2015,Arizona,4,Female,F,,,280,3436575,8.1,0.5,0.001
,2015,2015,Arizona,4,Male,M,15-24 years,15-24,59,488873,12.1,1.6,0
,2015,2015,Arizona,4,Male,M,25-34 years,25-34,99,471437,21.0,2.1,0
,2015,2015,Arizona,4,Male,M,35-44 years,35-44,90,423311,21.3,2.2,0
,2015,2015,Arizona,4,Male,M,45-54 years,45-54,82,418510,19.6,2.2,0
,2015,2015,Arizona,4,Male,M,55-64 years,55-64,72,386424,18.6,2.2,0
,2015,2015,Arizona,4,Male,M,65-74 years,65-74,18,307457,Unreliable,1.4,0
Total,2015,2015,Arizona,4,Male,M,,,426,3391490,12.6,0.6,0.001
Total,2015,2015,Arizona,4,,,,,706,6828065,10.3,0.4,0.002
,2015,2015,Arkansas,5,Female,F,25-34 years,25-34,10,194371,Unreliable,1.6,0
,2015,2015,Arkansas,5,Female,F,35-44 years,35-44,29,184106,15.8,2.9,0
,2015,2015,Arkansas,5,Female,F,45-54 years,45-54,21,193709,10.8,2.4,0
,2015,2015,Arkansas,5,Female,F,55-64 years,55-64,17,194468,Unreliable,2.1,0
Total,2015,2015,Arkansas,5,Female,F,,,94,1515348,6.2,0.6,0
,2015,2015,Arkansas,5,Male,M,15-24 years,15-24,13,206234,Unreliable,1.7,0
,2015,2015,Arkansas,5,Male,M,25-34 years,25-34,25,194587,12.8,2.6,0
,2015,2015,Arkansas,5,Male,M,35-44 years,35-44,34,181668,18.7,3.2,0
,2015,2015,Arkansas,5,Male,M,45-54 years,45-54,34,188653,18.0,3.1,0
,2015,2015,Arkansas,5,Male,M,55-64 years,55-64,11,180052,Unreliable,1.8,0
Total,2015,2015,Arkansas,5,Male,M,,,120,1462856,8.2,0.7,0
Total,2015,2015,Arkansas,5,,,,,214,2978204,7.2,0.5,0.001
,2015,2015,California,6,Female,F,15-24 years,15-24,53,2660057,2.0,0.3,0
,2015,2015,California,6,Female,F,25-34 years,25-34,93,2840066,3.3,0.3,0
,2015,2015,California,6,Female,F,35-44 years,35-44,112,2584489,4.3,0.4,0
,2015,2015,California,6,Female,F,45-54 years,45-54,208,2633003,7.9,0.5,0.001
,2015,2015,California,6,Female,F,55-64 years,55-64,221,2386715,9.3,0.6,0.001
,2015,2015,California,6,Female,F,65-74 years,65-74,56,1591775,3.5,0.5,0
,2015,2015,California,6,Female,F,75-84 years,75-84,19,848746,Unreliable,0.5,0
Total,2015,2015,California,6,Female,F,,,769,19701750,3.9,0.1,0.002
,2015,2015,California,6,Male,M,15-24 years,15-24,132,2824837,4.7,0.4,0
,2015,2015,California,6,Male,M,25-34 years,25-34,318,2995628,10.6,0.6,0.001
,2015,2015,California,6,Male,M,35-44 years,35-44,260,2603187,10.0,0.6,0.001
,2015,2015,California,6,Male,M,45-54 years,45-54,287,2613810,11.0,0.6,0.001
,2015,2015,California,6,Male,M,55-64 years,55-64,324,2243148,14.4,0.8,0.001
,2015,2015,California,6,Male,M,65-74 years,65-74,91,1385628,6.6,0.7,0
,2015,2015,California,6,Male,M,75-84 years,75-84,19,654828,Unreliable,0.7,0
Total,2015,2015,California,6,Male,M,,,1436,19443068,7.4,0.2,0.004
Total,2015,2015,California,6,,,,,2205,39144818,5.6,0.1,0.006
,2015,2015,Colorado,8,Female,F,15-24 years,15-24,12,354051,Unreliable,1,0
,2015,2015,Colorado,8,Female,F,25-34 years,25-34,40,395669,10.1,1.6,0
,2015,2015,Colorado,8,Female,F,35-44 years,35-44,46,356814,12.9,1.9,0
,2015,2015,Colorado,8,Female,F,45-54 years,45-54,49,356993,13.7,2,0
,2015,2015,Colorado,8,Female,F,55-64 years,55-64,44,350468,12.6,1.9,0
Total,2015,2015,Colorado,8,Female,F,,,203,2712811,7.5,0.5,0.001
,2015,2015,Colorado,8,Male,M,15-24 years,15-24,31,384841,8.1,1.4,0
,2015,2015,Colorado,8,Male,M,25-34 years,25-34,113,427663,26.4,2.5,0
,2015,2015,Colorado,8,Male,M,35-44 years,35-44,59,376732,15.7,2,0
,2015,2015,Colorado,8,Male,M,45-54 years,45-54,55,357371,15.4,2.1,0
,2015,2015,Colorado,8,Male,M,55-64 years,55-64,47,335092,14.0,2,0
,2015,2015,Colorado,8,Male,M,65-74 years,65-74,15,208043,Unreliable,1.9,0
Total,2015,2015,Colorado,8,Male,M,,,322,2743763,11.7,0.7,0.001
Total,2015,2015,Colorado,8,,,,,525,5456574,9.6,0.4,0.001
,2015,2015,Connecticut,9,Female,F,15-24 years,15-24,12,241775,Unreliable,1.4,0
,2015,2015,Connecticut,9,Female,F,25-34 years,25-34,35,218454,16.0,2.7,0
,2015,2015,Connecticut,9,Female,F,35-44 years,35-44,43,220400,19.5,3,0
,2015,2015,Connecticut,9,Female,F,45-54 years,45-54,60,276925,21.7,2.8,0
,2015,2015,Connecticut,9,Female,F,55-64 years,55-64,37,256325,14.4,2.4,0
Total,2015,2015,Connecticut,9,Female,F,,,197,1839139,10.7,0.8,0.001
,2015,2015,Connecticut,9,Male,M,15-24 years,15-24,51,255360,20.0,2.8,0
,2015,2015,Connecticut,9,Male,M,25-34 years,25-34,134,223096,60.1,5.2,0
,2015,2015,Connecticut,9,Male,M,35-44 years,35-44,109,210923,51.7,4.9,0
,2015,2015,Connecticut,9,Male,M,45-54 years,45-54,130,261042,49.8,4.4,0
,2015,2015,Connecticut,9,Male,M,55-64 years,55-64,89,240641,37.0,3.9,0
,2015,2015,Connecticut,9,Male,M,65-74 years,65-74,12,146063,Unreliable,2.4,0
Total,2015,2015,Connecticut,9,Male,M,,,525,1751747,30.0,1.3,0.001
Total,2015,2015,Connecticut,9,,,,,722,3590886,20.1,0.7,0.002
,2015,2015,Delaware,10,Female,F,25-34 years,25-34,13,63472,Unreliable,5.7,0
,2015,2015,Delaware,10,Female,F,35-44 years,35-44,12,56738,Unreliable,6.1,0
,2015,2015,Delaware,10,Female,F,45-54 years,45-54,14,67012,Unreliable,5.6,0
Total,2015,2015,Delaware,10,Female,F,,,48,488125,9.8,1.4,0
,2015,2015,Delaware,10,Male,M,25-34 years,25-34,30,62469,48.0,8.8,0
,2015,2015,Delaware,10,Male,M,35-44 years,35-44,17,53858,Unreliable,7.7,0
,2015,2015,Delaware,10,Male,M,45-54 years,45-54,22,61796,35.6,7.6,0
,2015,2015,Delaware,10,Male,M,55-64 years,55-64,14,59904,Unreliable,6.2,0
Total,2015,2015,Delaware,10,Male,M,,,90,457809,19.7,2.1,0
Total,2015,2015,Delaware,10,,,,,138,945934,14.6,1.2,0
,2015,2015,District of Columbia,11,Female,F,45-54 years,45-54,15,38639,Unreliable,10,0
,2015,2015,District of Columbia,11,Female,F,55-64 years,55-64,10,36934,Unreliable,8.6,0
Total,2015,2015,District of Columbia,11,Female,F,,,32,353627,9.0,1.6,0
,2015,2015,District of Columbia,11,Male,M,45-54 years,45-54,27,38854,69.5,13.4,0
,2015,2015,District of Columbia,11,Male,M,55-64 years,55-64,34,32755,103.8,17.8,0
Total,2015,2015,District of Columbia,11,Male,M,,,85,318601,26.7,2.9,0
Total,2015,2015,District of Columbia,11,,,,,117,672228,17.4,1.6,0
,2015,2015,Florida,12,Female,F,15-24 years,15-24,55,1209016,4.5,0.6,0
,2015,2015,Florida,12,Female,F,25-34 years,25-34,138,1294352,10.7,0.9,0
,2015,2015,Florida,12,Female,F,35-44 years,35-44,147,1236849,11.9,1,0
,2015,2015,Florida,12,Female,F,45-54 years,45-54,187,1400999,13.3,1,0.001
,2015,2015,Florida,12,Female,F,55-64 years,55-64,131,1401456,9.3,0.8,0
,2015,2015,Florida,12,Female,F,65-74 years,65-74,22,1166729,1.9,0.4,0
Total,2015,2015,Florida,12,Female,F,,,697,10368733,6.7,0.3,0.002
,2015,2015,Florida,12,Male,M,15-24 years,15-24,111,1270282,8.7,0.8,0
,2015,2015,Florida,12,Male,M,25-34 years,25-34,381,1319963,28.9,1.5,0.001
,2015,2015,Florida,12,Male,M,35-44 years,35-44,346,1211622,28.6,1.5,0.001
,2015,2015,Florida,12,Male,M,45-54 years,45-54,265,1347504,19.7,1.2,0.001
,2015,2015,Florida,12,Male,M,55-64 years,55-64,192,1252207,15.3,1.1,0.001
,2015,2015,Florida,12,Male,M,65-74 years,65-74,54,1014473,5.3,0.7,0
Total,2015,2015,Florida,12,Male,M,,,1360,9902539,13.7,0.4,0.004
Total,2015,2015,Florida,12,,,,,2057,20271272,10.1,0.2,0.006
,2015,2015,Georgia,13,Female,F,15-24 years,15-24,27,703976,3.8,0.7,0
,2015,2015,Georgia,13,Female,F,25-34 years,25-34,70,709590,9.9,1.2,0
,2015,2015,Georgia,13,Female,F,35-44 years,35-44,92,706318,13.0,1.4,0
,2015,2015,Georgia,13,Female,F,45-54 years,45-54,100,721498,13.9,1.4,0
,2015,2015,Georgia,13,Female,F,55-64 years,55-64,64,636377,10.1,1.3,0
,2015,2015,Georgia,13,Female,F,65-74 years,65-74,13,434645,Unreliable,0.8,0
Total,2015,2015,Georgia,13,Female,F,,,373,5234978,7.1,0.4,0.001
,2015,2015,Georgia,13,Male,M,15-24 years,15-24,65,740668,8.8,1.1,0
,2015,2015,Georgia,13,Male,M,25-34 years,25-34,191,692567,27.6,2,0.001
,2015,2015,Georgia,13,Male,M,35-44 years,35-44,112,664401,16.9,1.6,0
,2015,2015,Georgia,13,Male,M,45-54 years,45-54,96,685211,14.0,1.4,0
,2015,2015,Georgia,13,Male,M,55-64 years,55-64,74,572795,12.9,1.5,0
,2015,2015,Georgia,13,Male,M,65-74 years,65-74,18,370342,Unreliable,1.1,0
Total,2015,2015,Georgia,13,Male,M,,,558,4979882,11.2,0.5,0.002
Total,2015,2015,Georgia,13,,,,,931,10214860,9.1,0.3,0.003
,2015,2015,Hawaii,15,Female,F,55-64 years,55-64,11,91504,Unreliable,3.6,0
Total,2015,2015,Hawaii,15,Female,F,,,19,706231,Unreliable,0.6,0
,2015,2015,Hawaii,15,Male,M,35-44 years,35-44,11,91371,Unreliable,3.6,0
,2015,2015,Hawaii,15,Male,M,45-54 years,45-54,11,87537,Unreliable,3.8,0
,2015,2015,Hawaii,15,Male,M,55-64 years,55-64,11,87939,Unreliable,3.8,0
Total,2015,2015,Hawaii,15,Male,M,,,49,725372,6.8,1,0
Total,2015,2015,Hawaii,15,,,,,68,1431603,4.7,0.6,0
,2015,2015,Idaho,16,Female,F,35-44 years,35-44,16,99926,Unreliable,4,0
,2015,2015,Idaho,16,Female,F,45-54 years,45-54,13,99622,Unreliable,3.6,0
Total,2015,2015,Idaho,16,Female,F,,,42,826183,5.1,0.8,0
,2015,2015,Idaho,16,Male,M,25-34 years,25-34,14,109854,Unreliable,3.4,0
,2015,2015,Idaho,16,Male,M,35-44 years,35-44,12,102706,Unreliable,3.4,0
Total,2015,2015,Idaho,16,Male,M,,,48,828747,5.8,0.8,0
Total,2015,2015,Idaho,16,,,,,90,1654930,5.4,0.6,0
,2015,2015,Illinois,17,Female,F,15-24 years,15-24,46,858384,5.4,0.8,0
,2015,2015,Illinois,17,Female,F,25-34 years,25-34,83,883162,9.4,1,0
,2015,2015,Illinois,17,Female,F,35-44 years,35-44,108,836088,12.9,1.2,0
,2015,2015,Illinois,17,Female,F,45-54 years,45-54,132,883603,14.9,1.3,0
,2015,2015,Illinois,17,Female,F,55-64 years,55-64,86,848761,10.1,1.1,0
,2015,2015,Illinois,17,Female,F,65-74 years,65-74,10,556422,Unreliable,0.6,0
Total,2015,2015,Illinois,17,Female,F,,,469,6545500,7.2,0.3,0.001
,2015,2015,Illinois,17,Male,M,15-24 years,15-24,109,893867,12.2,1.2,0
,2015,2015,Illinois,17,Male,M,25-34 years,25-34,258,891179,29.0,1.8,0.001
,2015,2015,Illinois,17,Male,M,35-44 years,35-44,231,833728,27.7,1.8,0.001
,2015,2015,Illinois,17,Male,M,45-54 years,45-54,227,862821,26.3,1.7,0.001
,2015,2015,Illinois,17,Male,M,55-64 years,55-64,173,795855,21.7,1.7,0
,2015,2015,Illinois,17,Male,M,65-74 years,65-74,30,482407,6.2,1.1,0
Total,2015,2015,Illinois,17,Male,M,,,1029,6314495,16.3,0.5,0.003
Total,2015,2015,Illinois,17,,,,,1498,12859995,11.6,0.3,0.004
,2015,2015,Indiana,18,Female,F,15-24 years,15-24,24,461042,5.2,1.1,0
,2015,2015,Indiana,18,Female,F,25-34 years,25-34,45,424214,10.6,1.6,0
,2015,2015,Indiana,18,Female,F,35-44 years,35-44,34,411254,8.3,1.4,0
,2015,2015,Indiana,18,Female,F,45-54 years,45-54,36,442421,8.1,1.4,0
,2015,2015,Indiana,18,Female,F,55-64 years,55-64,22,438420,5.0,1.1,0
Total,2015,2015,Indiana,18,Female,F,,,168,3357815,5.0,0.4,0
,2015,2015,Indiana,18,Male,M,15-24 years,15-24,44,479728,9.2,1.4,0
,2015,2015,Indiana,18,Male,M,25-34 years,25-34,130,426345,30.5,2.7,0
,2015,2015,Indiana,18,Male,M,35-44 years,35-44,89,411802,21.6,2.3,0
,2015,2015,Indiana,18,Male,M,45-54 years,45-54,78,436553,17.9,2,0
,2015,2015,Indiana,18,Male,M,55-64 years,55-64,43,417344,10.3,1.6,0
Total,2015,2015,Indiana,18,Male,M,,,393,3261865,12.0,0.6,0.001
Total,2015,2015,Indiana,18,,,,,561,6619680,8.5,0.4,0.002
,2015,2015,Iowa,19,Female,F,25-34 years,25-34,13,191036,Unreliable,1.9,0
,2015,2015,Iowa,19,Female,F,35-44 years,35-44,22,180763,12.2,2.6,0
,2015,2015,Iowa,19,Female,F,45-54 years,45-54,18,198788,Unreliable,2.1,0
,2015,2015,Iowa,19,Female,F,55-64 years,55-64,13,208063,Unreliable,1.7,0
Total,2015,2015,Iowa,19,Female,F,,,76,1571873,4.8,0.6,0
,2015,2015,Iowa,19,Male,M,15-24 years,15-24,13,228866,Unreliable,1.6,0
,2015,2015,Iowa,19,Male,M,25-34 years,25-34,21,200473,10.5,2.3,0
,2015,2015,Iowa,19,Male,M,35-44 years,35-44,25,185633,13.5,2.7,0
,2015,2015,Iowa,19,Male,M,45-54 years,45-54,28,200037,14.0,2.6,0
,2015,2015,Iowa,19,Male,M,55-64 years,55-64,17,205254,Unreliable,2,0
Total,2015,2015,Iowa,19,Male,M,,,106,1552026,6.8,0.7,0
Total,2015,2015,Iowa,19,,,,,182,3123899,5.8,0.4,0.001
,2015,2015,Kansas,20,Female,F,25-34 years,25-34,13,187892,Unreliable,1.9,0
,2015,2015,Kansas,20,Female,F,35-44 years,35-44,21,170510,12.3,2.7,0
,2015,2015,Kansas,20,Female,F,45-54 years,45-54,21,180990,11.6,2.5,0
,2015,2015,Kansas,20,Female,F,55-64 years,55-64,15,187540,Unreliable,2.1,0
Total,2015,2015,Kansas,20,Female,F,,,76,1458008,5.2,0.6,0
,2015,2015,Kansas,20,Male,M,25-34 years,25-34,30,199337,15.0,2.7,0
